Ticket_ID,Created_Date,Closed_Date,Office,Category,Priority,Status,Assigned_Team,Days_Open,SLA_Target_Days,SLA_Status,Customer_Type,Aging_Bucket
TCK-11336,2026-02-17,2026-02-25,Operations,Report Request,Medium,Closed,CRM Admin,8,7,Missed,Program Office,8-14 days
TCK-11337,2026-03-25,,Finance,User Permissions,Medium,Open,CRM Admin,36,7,Missed,Internal User,15+ days
TCK-11338,2025-02-25,2025-02-27,IT Services,Report Request,Medium,Closed,Tier 2 Support,2,7,Met,Internal User,0-3 days
TCK-11339,2025-01-05,2025-01-12,Operations,Data Correction,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-11340,2026-01-26,2026-01-31,Program Management,User Permissions,High,Closed,Reporting Team,5,4,Missed,Program Office,4-7 days
TCK-11341,2025-07-25,2025-08-02,Human Resources,Data Correction,Low,Closed,CRM Admin,8,10,Met,Leadership Office,8-14 days
TCK-11342,2025-02-21,,IT Services,Report Request,Low,Pending Customer,Systems Team,433,10,Missed,Leadership Office,15+ days
TCK-11343,2025-11-24,,Human Resources,Account Access,Medium,Open,Reporting Team,157,7,Missed,Leadership Office,15+ days
TCK-11344,2025-09-22,2025-09-22,Program Management,Training Request,Critical,Closed,Tier 2 Support,0,2,Met,Internal User,0-3 days
TCK-11345,2026-03-24,2026-04-03,Human Resources,Report Request,Low,Closed,Reporting Team,10,10,Met,Internal User,8-14 days
TCK-11346,2026-01-03,2026-01-07,Operations,User Permissions,Medium,Closed,Reporting Team,4,7,Met,Internal User,4-7 days
TCK-11347,2025-03-17,,Operations,User Permissions,High,Pending Customer,Reporting Team,409,4,Missed,Program Office,15+ days
TCK-11348,2025-04-27,2025-05-04,Policy,System Error,Medium,Closed,Systems Team,7,7,Met,Internal User,4-7 days
TCK-11349,2025-08-25,,Finance,Training Request,Medium,Escalated,Tier 2 Support,248,7,Missed,Program Office,15+ days
TCK-11350,2025-03-07,2025-03-12,Operations,Training Request,Low,Closed,CRM Admin,5,10,Met,Program Office,4-7 days
TCK-11351,2025-07-05,,Program Management,Report Request,High,Escalated,CRM Admin,299,4,Missed,Leadership Office,15+ days
TCK-11352,2025-07-08,2025-07-14,Policy,Data Correction,Medium,Closed,Tier 2 Support,6,7,Met,Internal User,4-7 days
TCK-11353,2025-02-27,,Finance,Training Request,Low,Open,Systems Team,427,10,Missed,Leadership Office,15+ days
TCK-11354,2026-01-10,2026-01-10,IT Services,User Permissions,Critical,Closed,Tier 1 Support,0,2,Met,Program Office,0-3 days
TCK-11355,2025-08-13,2025-08-18,Policy,User Permissions,High,Closed,Tier 2 Support,5,4,Missed,Program Office,4-7 days
TCK-11356,2025-03-28,,IT Services,Training Request,Low,Pending Customer,Reporting Team,398,10,Missed,Leadership Office,15+ days
TCK-11357,2025-03-28,,IT Services,Account Access,High,Pending Customer,Tier 1 Support,398,4,Missed,Leadership Office,15+ days
TCK-11358,2026-02-06,2026-02-12,Human Resources,Report Request,Medium,Closed,CRM Admin,6,7,Met,Leadership Office,4-7 days
TCK-11359,2025-11-22,2025-12-08,Finance,User Permissions,Low,Closed,Systems Team,16,10,Missed,Leadership Office,15+ days
TCK-11360,2026-03-01,2026-03-08,Operations,Report Request,Low,Closed,Tier 2 Support,7,10,Met,Program Office,4-7 days
TCK-11361,2025-01-07,,Human Resources,Training Request,Low,Escalated,Tier 1 Support,478,10,Missed,Leadership Office,15+ days
TCK-11362,2026-03-23,2026-03-24,Finance,Training Request,Medium,Closed,Tier 1 Support,1,7,Met,Program Office,0-3 days
TCK-11363,2025-06-26,2025-06-27,Finance,Report Request,Critical,Closed,CRM Admin,1,2,Met,Program Office,0-3 days
TCK-11364,2025-01-28,2025-02-05,IT Services,Report Request,High,Closed,Tier 1 Support,8,4,Missed,Program Office,8-14 days
TCK-11365,2025-11-05,2025-11-11,Policy,User Permissions,Medium,Closed,CRM Admin,6,7,Met,Internal User,4-7 days
TCK-11366,2025-11-26,,Program Management,Training Request,Medium,Open,Systems Team,155,7,Missed,Leadership Office,15+ days
TCK-11367,2025-05-11,2025-05-16,Program Management,Training Request,High,Closed,Systems Team,5,4,Missed,Leadership Office,4-7 days
TCK-11368,2026-02-02,,Policy,Training Request,Low,Pending Customer,Tier 1 Support,87,10,Missed,Program Office,15+ days
TCK-11369,2025-06-11,2025-06-17,Program Management,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Program Office,4-7 days
TCK-11370,2025-07-12,2025-07-18,Policy,Training Request,Low,Closed,Systems Team,6,10,Met,Leadership Office,4-7 days
TCK-11371,2025-07-15,,IT Services,User Permissions,High,Open,Tier 2 Support,289,4,Missed,Leadership Office,15+ days
TCK-11372,2025-08-19,2025-08-28,IT Services,Account Access,Low,Closed,Tier 2 Support,9,10,Met,Internal User,8-14 days
TCK-11373,2025-11-27,2025-11-28,IT Services,Data Correction,Medium,Closed,Tier 2 Support,1,7,Met,Leadership Office,0-3 days
TCK-11374,2026-03-20,,IT Services,Training Request,Medium,Open,Tier 2 Support,41,7,Missed,Internal User,15+ days
TCK-11375,2025-03-16,2025-03-26,Human Resources,Account Access,Low,Closed,Tier 1 Support,10,10,Met,Leadership Office,8-14 days
TCK-11376,2025-09-25,2025-10-01,Human Resources,Account Access,Medium,Closed,Tier 1 Support,6,7,Met,Leadership Office,4-7 days
TCK-11377,2026-03-07,2026-03-07,Program Management,User Permissions,Medium,Closed,Reporting Team,0,7,Met,Internal User,0-3 days
TCK-11378,2025-01-06,2025-01-10,Operations,Report Request,Medium,Closed,Reporting Team,4,7,Met,Internal User,4-7 days
TCK-11379,2025-05-28,2025-06-06,Finance,User Permissions,Low,Closed,Tier 2 Support,9,10,Met,Leadership Office,8-14 days
TCK-11380,2025-02-13,2025-02-17,Program Management,Report Request,Medium,Closed,Reporting Team,4,7,Met,Leadership Office,4-7 days
TCK-11381,2025-11-25,2025-11-25,Finance,User Permissions,Low,Closed,Tier 1 Support,0,10,Met,Internal User,0-3 days
TCK-11382,2025-01-02,2025-01-14,Human Resources,System Error,Low,Closed,Reporting Team,12,10,Missed,Internal User,8-14 days
TCK-11383,2025-01-02,2025-01-14,IT Services,System Error,Medium,Closed,Reporting Team,12,7,Missed,Internal User,8-14 days
TCK-11384,2025-06-19,2025-06-24,Program Management,System Error,Low,Closed,Reporting Team,5,10,Met,Program Office,4-7 days
TCK-11385,2025-05-18,,Finance,Account Access,Low,Open,Tier 1 Support,347,10,Missed,Leadership Office,15+ days
TCK-11386,2026-03-07,,Finance,Account Access,High,Escalated,Reporting Team,54,4,Missed,Leadership Office,15+ days
TCK-11387,2025-06-15,2025-06-26,IT Services,System Error,Low,Closed,Tier 1 Support,11,10,Missed,Leadership Office,8-14 days
TCK-11388,2025-11-11,2025-11-17,Operations,System Error,Low,Closed,Reporting Team,6,10,Met,Leadership Office,4-7 days
TCK-11389,2025-04-14,,IT Services,System Error,Medium,Open,Tier 2 Support,381,7,Missed,Program Office,15+ days
TCK-11390,2025-11-07,,Operations,Training Request,Medium,Open,Reporting Team,174,7,Missed,Leadership Office,15+ days
TCK-11391,2025-10-12,2025-10-20,Policy,User Permissions,Medium,Closed,Reporting Team,8,7,Missed,Leadership Office,8-14 days
TCK-11392,2025-02-07,2025-02-15,IT Services,System Error,Medium,Closed,Tier 2 Support,8,7,Missed,Program Office,8-14 days
TCK-11393,2025-08-21,2025-08-25,IT Services,Data Correction,High,Closed,Tier 2 Support,4,4,Met,Internal User,4-7 days
TCK-11394,2025-02-14,,Finance,System Error,Low,Pending Customer,Systems Team,440,10,Missed,Leadership Office,15+ days
TCK-11395,2025-10-14,,IT Services,Account Access,High,Open,Systems Team,198,4,Missed,Program Office,15+ days
TCK-11396,2025-03-13,2025-03-17,Finance,Report Request,High,Closed,Systems Team,4,4,Met,Program Office,4-7 days
TCK-11397,2025-03-02,2025-03-06,Operations,System Error,Medium,Closed,CRM Admin,4,7,Met,Program Office,4-7 days
TCK-11398,2025-11-05,,IT Services,User Permissions,Low,Open,Systems Team,176,10,Missed,Internal User,15+ days
TCK-11399,2025-05-24,2025-05-30,Finance,Data Correction,Low,Closed,Tier 2 Support,6,10,Met,Internal User,4-7 days
TCK-11400,2025-11-05,2025-11-09,IT Services,Account Access,High,Closed,Reporting Team,4,4,Met,Internal User,4-7 days
TCK-11401,2026-02-20,,Finance,Report Request,High,Escalated,Tier 2 Support,69,4,Missed,Internal User,15+ days
TCK-11402,2026-02-26,2026-02-28,Finance,System Error,Medium,Closed,Tier 1 Support,2,7,Met,Program Office,0-3 days
TCK-11403,2025-08-11,,Finance,System Error,High,Open,Tier 1 Support,262,4,Missed,Leadership Office,15+ days
TCK-11404,2025-10-22,2025-10-28,Human Resources,User Permissions,Low,Closed,Reporting Team,6,10,Met,Internal User,4-7 days
TCK-11405,2025-12-27,2026-01-03,Operations,Data Correction,High,Closed,CRM Admin,7,4,Missed,Program Office,4-7 days
TCK-11406,2025-04-01,,IT Services,Report Request,Medium,Pending Customer,CRM Admin,394,7,Missed,Internal User,15+ days
TCK-11407,2025-01-30,2025-02-12,Operations,Data Correction,Low,Closed,CRM Admin,13,10,Missed,Leadership Office,8-14 days
TCK-11408,2025-08-20,,Program Management,Account Access,Low,Open,Reporting Team,253,10,Missed,Leadership Office,15+ days
TCK-11409,2026-02-11,,IT Services,User Permissions,High,Open,Tier 1 Support,78,4,Missed,Internal User,15+ days
TCK-11410,2025-03-01,,IT Services,Data Correction,Medium,Escalated,Reporting Team,425,7,Missed,Internal User,15+ days
TCK-11411,2026-02-22,2026-02-23,Human Resources,User Permissions,Medium,Closed,CRM Admin,1,7,Met,Internal User,0-3 days
TCK-11412,2026-02-23,2026-03-01,IT Services,Data Correction,High,Closed,Tier 2 Support,6,4,Missed,Internal User,4-7 days
TCK-11413,2025-01-17,2025-01-19,Human Resources,System Error,Medium,Closed,CRM Admin,2,7,Met,Leadership Office,0-3 days
TCK-11414,2026-03-01,,IT Services,Training Request,Critical,Open,CRM Admin,60,2,Missed,Leadership Office,15+ days
TCK-11415,2025-12-31,2026-01-06,IT Services,Training Request,Medium,Closed,Reporting Team,6,7,Met,Program Office,4-7 days
TCK-11416,2025-10-31,2025-11-04,Program Management,Report Request,Medium,Closed,Tier 2 Support,4,7,Met,Leadership Office,4-7 days
TCK-11417,2025-05-12,2025-05-22,Human Resources,Training Request,Medium,Closed,Systems Team,10,7,Missed,Internal User,8-14 days
TCK-11418,2025-08-31,2025-09-11,IT Services,Account Access,Low,Closed,Tier 2 Support,11,10,Missed,Leadership Office,8-14 days
TCK-11419,2026-02-01,2026-02-11,IT Services,User Permissions,Low,Closed,Systems Team,10,10,Met,Program Office,8-14 days
TCK-11420,2025-04-24,,Finance,Data Correction,Medium,Open,CRM Admin,371,7,Missed,Program Office,15+ days
TCK-11421,2025-05-12,,Operations,System Error,Medium,Pending Customer,Systems Team,353,7,Missed,Internal User,15+ days
TCK-11422,2025-07-27,,Program Management,Account Access,High,Escalated,Reporting Team,277,4,Missed,Program Office,15+ days
TCK-11423,2025-04-10,2025-04-15,Finance,Training Request,Medium,Closed,Systems Team,5,7,Met,Internal User,4-7 days
TCK-11424,2025-10-08,,Operations,System Error,Medium,Open,CRM Admin,204,7,Missed,Program Office,15+ days
TCK-11425,2025-03-12,2025-03-23,Finance,User Permissions,Medium,Closed,Tier 1 Support,11,7,Missed,Program Office,8-14 days
TCK-11426,2025-07-04,2025-07-11,Human Resources,Report Request,Medium,Closed,Reporting Team,7,7,Met,Internal User,4-7 days
TCK-11427,2025-04-16,2025-04-22,Finance,Report Request,Medium,Closed,Tier 1 Support,6,7,Met,Internal User,4-7 days
TCK-11428,2025-09-10,2025-09-16,Human Resources,User Permissions,Medium,Closed,Systems Team,6,7,Met,Internal User,4-7 days
TCK-11429,2026-04-01,,IT Services,System Error,Low,Escalated,Tier 1 Support,29,10,Missed,Leadership Office,15+ days
TCK-11430,2025-12-18,2025-12-25,Finance,User Permissions,Low,Closed,Reporting Team,7,10,Met,Leadership Office,4-7 days
TCK-11431,2025-07-19,2025-07-27,Policy,Training Request,Low,Closed,CRM Admin,8,10,Met,Internal User,8-14 days
TCK-11432,2025-06-11,,Policy,Account Access,High,Escalated,Tier 2 Support,323,4,Missed,Internal User,15+ days
TCK-11433,2025-02-12,,IT Services,Report Request,Medium,Open,Tier 1 Support,442,7,Missed,Internal User,15+ days
TCK-11434,2025-03-22,2025-03-22,Policy,Account Access,High,Closed,Tier 1 Support,0,4,Met,Program Office,0-3 days
TCK-11435,2025-02-26,,Finance,User Permissions,Medium,Pending Customer,Systems Team,428,7,Missed,Program Office,15+ days
TCK-11436,2025-08-14,2025-08-17,Human Resources,System Error,Medium,Closed,CRM Admin,3,7,Met,Internal User,0-3 days
TCK-11437,2026-03-04,2026-03-08,Program Management,Training Request,Medium,Closed,Systems Team,4,7,Met,Internal User,4-7 days
TCK-11438,2025-07-01,2025-07-01,Finance,User Permissions,High,Closed,Tier 1 Support,0,4,Met,Internal User,0-3 days
TCK-11439,2025-12-08,,Policy,Training Request,High,Open,Tier 2 Support,143,4,Missed,Program Office,15+ days
TCK-11440,2026-01-31,2026-02-04,IT Services,Account Access,High,Closed,Tier 1 Support,4,4,Met,Program Office,4-7 days
TCK-11441,2025-06-28,,IT Services,User Permissions,Low,Open,CRM Admin,306,10,Missed,Internal User,15+ days
TCK-11442,2025-02-06,2025-02-12,Human Resources,Data Correction,Medium,Closed,CRM Admin,6,7,Met,Leadership Office,4-7 days
TCK-11443,2025-11-12,,Operations,Report Request,High,Escalated,Systems Team,169,4,Missed,Program Office,15+ days
TCK-11444,2025-03-17,2025-03-28,Human Resources,Account Access,Low,Closed,Reporting Team,11,10,Missed,Program Office,8-14 days
TCK-11445,2025-10-19,,IT Services,Account Access,High,Open,Tier 1 Support,193,4,Missed,Leadership Office,15+ days
TCK-11446,2025-07-18,2025-07-22,Human Resources,User Permissions,High,Closed,Tier 2 Support,4,4,Met,Program Office,4-7 days
TCK-11447,2025-09-14,2025-09-18,Policy,Data Correction,Medium,Closed,Systems Team,4,7,Met,Program Office,4-7 days
TCK-11448,2025-06-07,,Finance,Data Correction,Medium,Escalated,Tier 1 Support,327,7,Missed,Internal User,15+ days
TCK-11449,2025-07-21,2025-07-28,Finance,Account Access,Medium,Closed,Tier 2 Support,7,7,Met,Internal User,4-7 days
TCK-11450,2025-11-21,,Program Management,Data Correction,Medium,Open,Reporting Team,160,7,Missed,Program Office,15+ days
TCK-11451,2025-05-11,2025-05-18,Finance,Data Correction,Low,Closed,Systems Team,7,10,Met,Internal User,4-7 days
TCK-11452,2025-11-18,,Policy,Data Correction,Low,Escalated,Tier 2 Support,163,10,Missed,Internal User,15+ days
TCK-11453,2025-06-07,,IT Services,Account Access,Medium,Open,Reporting Team,327,7,Missed,Leadership Office,15+ days
TCK-11454,2025-01-24,,IT Services,Training Request,Medium,Open,Reporting Team,461,7,Missed,Leadership Office,15+ days
TCK-11455,2025-05-10,,Program Management,System Error,Low,Open,Tier 2 Support,355,10,Missed,Internal User,15+ days
TCK-11456,2025-11-12,2025-11-15,Policy,Report Request,High,Closed,Reporting Team,3,4,Met,Program Office,0-3 days
TCK-11457,2026-01-22,2026-01-26,Finance,Training Request,High,Closed,Tier 2 Support,4,4,Met,Internal User,4-7 days
TCK-11458,2025-03-29,2025-03-31,Program Management,Report Request,Medium,Closed,Tier 2 Support,2,7,Met,Program Office,0-3 days
TCK-11459,2025-01-24,,Operations,Account Access,Low,Pending Customer,Tier 2 Support,461,10,Missed,Program Office,15+ days
TCK-11460,2025-07-09,,Finance,System Error,Medium,Open,Reporting Team,295,7,Missed,Internal User,15+ days
TCK-11461,2025-12-22,,Finance,Data Correction,Medium,Open,Tier 2 Support,129,7,Missed,Leadership Office,15+ days
TCK-11462,2026-01-20,,Program Management,User Permissions,Medium,Open,Tier 2 Support,100,7,Missed,Internal User,15+ days
TCK-11463,2025-11-28,2025-12-03,IT Services,Account Access,High,Closed,Systems Team,5,4,Missed,Leadership Office,4-7 days
TCK-11464,2025-09-08,2025-09-14,IT Services,Account Access,High,Closed,Reporting Team,6,4,Missed,Internal User,4-7 days
TCK-11465,2026-01-31,2026-02-05,IT Services,Account Access,Low,Closed,Systems Team,5,10,Met,Program Office,4-7 days
TCK-11466,2025-10-19,2025-10-22,Program Management,Data Correction,High,Closed,Tier 1 Support,3,4,Met,Program Office,0-3 days
TCK-11467,2025-10-12,2025-10-18,Operations,System Error,Medium,Closed,Systems Team,6,7,Met,Leadership Office,4-7 days
TCK-11468,2025-11-06,,Program Management,Training Request,High,Open,Tier 2 Support,175,4,Missed,Leadership Office,15+ days
TCK-11469,2025-10-25,,Finance,Account Access,Medium,Open,Tier 1 Support,187,7,Missed,Leadership Office,15+ days
TCK-11470,2025-03-12,2025-03-19,Operations,Account Access,Low,Closed,Tier 1 Support,7,10,Met,Internal User,4-7 days
TCK-11471,2025-10-10,2025-10-22,Operations,Data Correction,Low,Closed,Tier 2 Support,12,10,Missed,Internal User,8-14 days
TCK-11472,2025-05-10,2025-05-22,Finance,User Permissions,Low,Closed,Tier 2 Support,12,10,Missed,Leadership Office,8-14 days
TCK-11473,2025-03-09,,Finance,Training Request,High,Pending Customer,Systems Team,417,4,Missed,Leadership Office,15+ days
TCK-11474,2025-04-11,2025-04-13,Policy,User Permissions,High,Closed,Tier 1 Support,2,4,Met,Internal User,0-3 days
TCK-11475,2025-01-19,,Operations,Data Correction,Medium,Escalated,Tier 2 Support,466,7,Missed,Internal User,15+ days
TCK-11476,2026-01-03,2026-01-13,Operations,User Permissions,Medium,Closed,Tier 1 Support,10,7,Missed,Internal User,8-14 days
TCK-11477,2025-07-10,,Human Resources,System Error,High,Open,CRM Admin,294,4,Missed,Internal User,15+ days
TCK-11478,2025-07-28,,Policy,Account Access,Medium,Open,CRM Admin,276,7,Missed,Leadership Office,15+ days
TCK-11479,2026-02-11,,Program Management,Training Request,Medium,Escalated,Tier 1 Support,78,7,Missed,Leadership Office,15+ days
TCK-11480,2025-10-03,2025-10-12,Policy,Account Access,Low,Closed,Tier 2 Support,9,10,Met,Leadership Office,8-14 days
TCK-11481,2025-02-15,,Program Management,Report Request,Medium,Pending Customer,Reporting Team,439,7,Missed,Leadership Office,15+ days
TCK-11482,2025-01-21,,Policy,Training Request,High,Open,Tier 2 Support,464,4,Missed,Internal User,15+ days
TCK-11483,2026-02-07,2026-02-18,Finance,Account Access,Low,Closed,Systems Team,11,10,Missed,Program Office,8-14 days
TCK-11484,2025-07-20,2025-07-27,Operations,Account Access,Low,Closed,Reporting Team,7,10,Met,Program Office,4-7 days
TCK-11485,2025-01-08,2025-01-11,Program Management,System Error,Medium,Closed,Reporting Team,3,7,Met,Internal User,0-3 days
TCK-11486,2025-07-16,2025-07-22,Operations,Account Access,Low,Closed,Systems Team,6,10,Met,Leadership Office,4-7 days
TCK-11487,2026-02-16,2026-02-21,Finance,Report Request,Medium,Closed,Tier 1 Support,5,7,Met,Program Office,4-7 days
TCK-11488,2025-08-09,,Finance,Training Request,Medium,Open,Tier 2 Support,264,7,Missed,Leadership Office,15+ days
TCK-11489,2025-04-26,2025-04-30,Operations,System Error,Medium,Closed,Tier 2 Support,4,7,Met,Internal User,4-7 days
TCK-11490,2026-03-10,,Human Resources,Account Access,Low,Open,CRM Admin,51,10,Missed,Internal User,15+ days
TCK-11491,2025-05-11,2025-05-22,Finance,User Permissions,Low,Closed,Systems Team,11,10,Missed,Leadership Office,8-14 days
TCK-11492,2025-06-14,,Policy,Training Request,Medium,Open,Systems Team,320,7,Missed,Leadership Office,15+ days
TCK-11493,2026-03-30,2026-03-30,Policy,Training Request,Critical,Closed,Tier 1 Support,0,2,Met,Leadership Office,0-3 days
TCK-11494,2025-11-15,,Operations,User Permissions,High,Open,CRM Admin,166,4,Missed,Leadership Office,15+ days
TCK-11495,2025-02-13,2025-02-17,IT Services,Report Request,Medium,Closed,Tier 2 Support,4,7,Met,Internal User,4-7 days
TCK-11496,2026-01-04,,Program Management,Data Correction,Critical,Escalated,CRM Admin,116,2,Missed,Leadership Office,15+ days
TCK-11497,2025-01-30,2025-02-05,Human Resources,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Internal User,4-7 days
TCK-11498,2025-02-10,2025-02-21,Policy,Training Request,High,Closed,Reporting Team,11,4,Missed,Program Office,8-14 days
TCK-11499,2025-01-15,2025-01-18,Policy,System Error,Medium,Closed,Systems Team,3,7,Met,Leadership Office,0-3 days
TCK-11500,2025-05-18,2025-05-26,Program Management,Training Request,Medium,Closed,CRM Admin,8,7,Missed,Leadership Office,8-14 days
